Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất khẩu Thủy sản Khánh Hòa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất khẩu Thủy sản Khánh Hòa
Mã chứng khoán:,KSE
Mã ISIN:,VN000000KSE7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 47/2017/GCNCP-VSD do VSD cấp lần đầu ngày 15/02/2017 
Tổng số chứng khoán đăng ký:,1.476.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,14.760.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
