Keys,Values
Tên TCPH:,"
Công ty cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ
Mã chứng khoán:,KVC
Mã ISIN:,VN000000KVC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 13/2015/GCNCP-VSD do VSD cấp ngày 04/3/2015,  Số 13/2015/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 15/06/2016"
Tổng số chứng khoán đăng ký:,49.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,495.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
