Keys,Values
Tên TCPH:,"
Công ty cổ phần Thép DANA - Ý
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thép DANA - Ý
Mã chứng khoán:,DNY
Mã ISIN:,VN000000DNY1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 106/2010/GCNCP-VSD do VSD cấp lần đầu ngày 27/04/2010. Số 106/2010/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 17/02/2014
Tổng số chứng khoán đăng ký:,26.999.517 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,269.995.170.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
