Keys,Values
Tên TCPH:,"
Công ty cổ phần Hàng Hải Đông Đô
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Hàng Hải Đông Đô
Mã chứng khoán:,DDM
Mã ISIN:,VN000000DDM7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 63/2008/GCNCP-CNTTLK do TTLKCK Việt Nam cấp lần đầu ngày 23/06/2008, cấp bổ sung lần thứ nhất số 22/2009/GCNCP-CNTTLK ngày 27/5/2009"
Tổng số chứng khoán đăng ký:,12.244.495 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,122.444.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
