Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 11/2005
Mã chứng khoán:,TP1A1105
Mã ISIN:,VN0TP1A11058
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số 98/GCN/TTGDHCM-LK do TTGDCK TP.HCM cấp lần đầu ngày 25/05/2005, số 98/GCN/TTGDHCM-LK-1 do VSD cấp sửa đổi lần 1 ngày 23/07/2013"
Tổng số chứng khoán đăng ký:,50.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,5.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,9.1%/năm
Cách thức trả lãi:,"Tiền gốc TP được thanh toán 01 lần khi đến hạn, tiền lãi TP được thanh toán định kỳ hàng năm vào ngày 17/05 từ năm 2013 đến năm đáo hạn"
Kỳ hạn:,15 năm
Ngày phát hành:,17/05/2005
Ngày đáo hạn:,17/05/2020
Nơi quản lý tại VSD:,Trụ sở chính
