Keys,Values
Tên TCPH:,"
Tổng Công ty Phân bón và Hoá chất Dầu khí - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Phân bón và Hoá chất Dầu khí - CTCP
Mã chứng khoán:,DPM
Mã ISIN:,VN000000DPM1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 99/2007/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 29/10/2007, số 99/2007/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 15/03/2016"
Tổng số chứng khoán đăng ký:,391.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.914.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
