Keys,Values
Tên TCPH:,"
Công ty cổ phần Lọc hóa dầu Bình Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Lọc Hóa dầu Bình Sơn
Mã chứng khoán:,BSR
Mã ISIN:,VN000000BSR8
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 06CPH/2018/GCNCP-VSD do VSD cấp ngày 22/02/2018, số 84/2018/GCNCP-VSD cấp ngày 03/10/2018"
Tổng số chứng khoán đăng ký:,3.100.499.616 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,31.004.996.160.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
