Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghệ Việt Thành
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công nghệ Việt Thành
Mã chứng khoán:,VTT
Mã ISIN:,VN000000VTT0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 27/2013/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 06/12/2013, số 27/2013/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 14/09/2016"
Tổng số chứng khoán đăng ký:,10.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,105.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
