Keys,Values
Tên TCPH:,"
CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh
"
Tên chứng khoán:,Cổ phiếu CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh
Mã chứng khoán:,PTD
Mã ISIN:,VN000000PTD6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 249/2010/GCNCP-VSD-2 do VSD cấp lần đầu ngày 13/10/2010, cấp sửa đổi lần 2 ngày 30/10/2014"
Tổng số chứng khoán đăng ký:,3.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,32.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
