Keys,Values
Tên TCPH:,"
Tổng Công ty Phát điện 2 - Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Phát điện 2 – Công ty cổ phần
Mã chứng khoán:,GE2
Mã ISIN:,VN000000GE28
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 01/CPH/2021/GCNCP-VSD do VSD cấp lần đầu ngày 11/03/2021; Số: 35/2021/GCNCP-VSD cấp lại ngày 27/09/2021
Tổng số chứng khoán đăng ký:,1.186.644.367 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,11.866.443.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
