Keys,Values
Tên TCPH:,"
CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ
"
Tên chứng khoán:,Cổ phiếu CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ
Mã chứng khoán:,TKC
Mã ISIN:,VN000000TKC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 95/2009/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 20/11/2009, số 95/2009/GCNCP-VSD-3 thay đổi lần 3 ngày 1/10/2015"
Tổng số chứng khoán đăng ký:,11.382.232 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,113.822.320.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
