Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà
Mã chứng khoán:,VHF
Mã ISIN:,VN000000VHF4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 11/2010/GCNCP-VSD do VSD cấp lần đầu ngày 14/01/2010, Số 11/2010/GCNCP-VSD-1 cấp thay đổi lần thứ nhất ngày 30/03/2012"
Tổng số chứng khoán đăng ký:,21.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,215.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
