Keys,Values
Tên TCPH:,"
Công ty TNHH Một thành viên Quản lý Quỹ ACB
"
Tên chứng khoán:,Chứng chỉ Quỹ đầu tư tăng trưởng ACB
Mã chứng khoán:,ASIAGF
Mã ISIN:,VN000ASIAGF1
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,01/2012/GCNCCQ-VSD do TTLKCK Việt Nam cấp ngày 20/02/2012
Tổng số chứng khoán đăng ký:,24.008.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,240.080.000.000 đồng
Hình thức đăng ký:,
Nơi quản lý tại VSD:,Chi nhánh
