Keys,Values
Tên TCPH:,"
Công ty cổ phần SCI
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần SCI
Mã chứng khoán:,S99
Mã ISIN:,VN000000S990
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 51/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 19/12/2006, Số 51/2006/GCNCP-VSD-12 cấp thay đổi lần thứ 12 ngày 11/05/2020"
Tổng số chứng khoán đăng ký:,52.426.723 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,524.267.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
