Keys,Values
Tên TCPH:,"
Công ty Tài chính cổ phần Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty Tài chính cổ phần Sông Đà
Mã chứng khoán:,SDF
Mã ISIN:,VN000000SDF9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 88/2014/GCNCP-VSD do VSD cấp lần đầu ngày 15/12/2014
Tổng số chứng khoán đăng ký:,68.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,686.000.000.000 đồng
Hình thức đăng ký:,
Nơi quản lý tại VSD:,Trụ sở chính
