Keys,Values
Tên TCPH:,"
Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ (Tên doanh nghiệp dự kiến sau khi cổ phần hóa:  Công ty cổ phần Đăng kiểm Hậu Giang)
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đăng kiểm Hậu Giang
Mã chứng khoán:,DKH
Mã ISIN:,VN000000DKH2
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 02/CPH/2020/GCNCP-VSD do VSD cấp ngày 17/01/2020
Tổng số chứng khoán đăng ký:,212.036 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.120.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
