Keys,Values
Tên TCPH:,"
Công ty cổ phần Phục vụ mặt đất Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phục vụ mặt đất Sài Gòn
Mã chứng khoán:,SGN
Mã ISIN:,VN000000SGN6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 57/2015/GCNCP-VSD do VSD cấp ngày 21/7/2015, Số 57/2015/GCNCP-VSD -4 cấp thay đổi lần 4 ngày 10/06/2019"
Tổng số chứng khoán đăng ký:,33.581.691 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,335.816.910.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
