Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ và Đầu tư Phát triển Đô thị huyện Long Điền
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ và Đầu tư Phát triển Đô thị huyện Long Điền
Mã chứng khoán:,LDU
Mã ISIN:,VN000000LDU3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 12/2020/GCNCP-VSD do VSD cấp ngày 17/02/2020
Tổng số chứng khoán đăng ký:,1.520.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.200.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
