Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chế tạo máy Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Chế tạo máy Vinacomin
Mã chứng khoán:,CTT
Mã ISIN:,VN000000CTT0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 24/2010/GCNCP-VSD do VSD cấp lần đầu ngày 27/01/2010, Số 24/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 27/01/2016"
Tổng số chứng khoán đăng ký:,4.697.351 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,46.973.510.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
