Keys,Values
Tên TCPH:,"
Công ty cổ phần Bao bì dầu khí Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bao bì dầu khí Việt Nam
Mã chứng khoán:,PBP
Mã ISIN:,VN000000PBP8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 02/2015/GCNCP-VSD do VSD cấp ngày 07/01/2015, Số 02/2015/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 08/08/2019"
Tổng số chứng khoán đăng ký:,4.799.516 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,47.995.160.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
