Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đầu tư I.P.A
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Đầu tư I.P.A
Mã chứng khoán:,IPA
Mã ISIN:,VN000000IPA5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 44/2016/GCNCP-VSD  do VSD cấp lần đầu ngày 09/05/2016, Số 44/2016/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 10/12/2021"
Tổng số chứng khoán đăng ký:,178.196.496 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.781.964.960.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
