Keys,Values
Tên TCPH:,"
Công ty cổ phần Kính Đáp Cầu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kính Đáp Cầu
Mã chứng khoán:,DSG
Mã ISIN:,VN000000DSG7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 30/2010/GCNCP-VSD do VSD cấp ngày 10/02/2010, Số: 30/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 15/02/2022"
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
