Keys,Values
Tên TCPH:,"
Công ty cổ phần nước khoáng Khánh Hòa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần nước khoáng Khánh Hòa
Mã chứng khoán:,VKD
Mã ISIN:,VN000000VKD3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 09/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 13/01/2010, Số:09/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 28/03/2019"
Tổng số chứng khoán đăng ký:,12.499.988 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,124.999.880.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
