Keys,Values
Tên TCPH:,"
Công ty cổ phần Sơn Hải Phòng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sơn Hải Phòng
Mã chứng khoán:,HPP
Mã ISIN:,VN000000HPP5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 127/2009/GCNCP-VSD do VSD cấp lần đầu ngày 31/12/2009, số 127/2009/GCNCP-VSD -2 cấp thay đổi lần 2 ngày 01/07/2011"
Tổng số chứng khoán đăng ký:,8.007.177 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.071.770.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
