Keys,Values
Tên TCPH:,"
Công ty cổ phần Năng lượng và Môi trường Vicem
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Năng lượng và Môi trường Vicem
Mã chứng khoán:,VTV
Mã ISIN:,VN000000VTV6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 27/2006/GCNCP-TTLK do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 11/12/2006, số 27/2006/GCNCP-VSD-6 thay đổi lần thứ 6 ngày 15/07/2020"
Tổng số chứng khoán đăng ký:,31.199.825 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,311.998.250.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
