Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu tăng vốn đợt 1/2006 của Ngân hàng TMCP Đầu tư và Phát triển Việt Nam kỳ hạn 15 năm
Mã chứng khoán:,BID1_206
Mã ISIN:,VN00BID12061
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,07/2006/GCNTP-CNTTLK
Tổng số chứng khoán đăng ký:,10.160.140 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.016.014.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,10.2%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,19/05/2006
Ngày đáo hạn:,19/05/2021
Nơi quản lý tại VSD:,Trụ sở chính
