Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuân Hòa Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuân Hòa Việt Nam
Mã chứng khoán:,XHC
Mã ISIN:,VN000000XHC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 93/2016/GCNCP-VSD do VSD cấp lần đầu ngày 01/09/2016, Số 93/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 10/10/2017"
Tổng số chứng khoán đăng ký:,21.096.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,210.965.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
