Keys,Values
Tên TCPH:,"
Công ty cổ phần LICOGI 13
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần LICOGI 13
Mã chứng khoán:,LIG
Mã ISIN:,VN000000LIG1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 79/2010/GCNCP-VSD do VSD cấp lần đầu ngày 30/03/2010, Số 79/2010/GCNCP-VSD-6 do VSD cấp thay đổi lần 6 ngày 04/12/2020"
Tổng số chứng khoán đăng ký:,90.598.032 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,905.980.320.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
