Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,Chứng quyền CPOW01MBS22CE
Mã chứng quyền:,CPOW2203
Mã ISIN:,VN0CPOW22039
Mã chứng khoán cơ sở:,POW
Tổ chức phát hành mã chứng khoán cơ sở:,Tổng công ty Điện lực Dầu khí Việt Nam – Công ty cổ phần
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,"4,5 tháng"
Ngày đáo hạn:,05/09/2022
Tỷ lệ chuyển đổi:,2:1
Giá thực hiện:,15.700  đồng
Giá phát hành lần đầu:,1.600  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 95/2022/GCNCW-VSD do VSD cấp lần đầu ngày 10/05/2022
Số lượng chứng quyền đăng ký lần đầu tại VSD:,8.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,12.800.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,8.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
