Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Phát triển Cường Thuận IDICO
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Phát triển Cường Thuận IDICO
Mã chứng khoán:,CTI
Mã ISIN:,VN000000CTI3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 16/2010/GCNCP-CNVSD do VSD cấp ngày 26/01/2010, số 16/2010/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 02/08/2017"
Tổng số chứng khoán đăng ký:,62.999.997 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,629.999.970.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
