Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Xây lắp 1 - Petrolimex
"
Tên chứng khoán:,Cổ phiếu CTCP Tập đoàn Xây lắp 1 - Petrolimex
Mã chứng khoán:,PCC
Mã ISIN:,VN000000PCC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 175 /2017/GCNCP-VSD do VSD cấp lần đầu ngày 14/09/2017, Số: 175 /2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 18/05/2018"
Tổng số chứng khoán đăng ký:,11.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,115.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
