Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.TCH.KIS.M.CA.T.05
Mã chứng quyền:,CTCH2103
Mã ISIN:,VN0CTCH21039
Mã chứng khoán cơ sở:,TCH
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,4 tháng
Ngày đáo hạn:,12/08/2021
Tỷ lệ chuyển đổi:,4:1
Giá thực hiện:,31.668  đồng
Giá phát hành lần đầu:,1.200  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   56/2021/GCNCW-VSD do VSD cấp lần đầu ngày 28/04/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,6.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
