Keys,Values
Tên TCPH:,"
CTCP SXKD XNK Bình Thạnh
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần SXKD XNK Bình Thạnh
Mã chứng khoán:,GIL
Mã ISIN:,VN000000GIL1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 38/2001/GCN-VSD  do TTLKCK Việt Nam cấp lần đầu ngày 27/12/2001, số 38/2001/GCN-VSD-13 cấp thay đổi lần 13 ngày 20/05/2022"
Tổng số chứng khoán đăng ký:,60.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
