Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn HIPT
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tập đoàn HIPT
Mã chứng khoán:,HIG
Mã ISIN:,VN000000HIG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 24/2009/GCNCP-TTLK do VSD cấp lần đầu ngày 17/06/2009, Số 24/2009/GCNCP-VSD-4 cấp thay đổi lần tư ngày 19/07/2012"
Tổng số chứng khoán đăng ký:,22.559.030 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,225.590.300.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
