Keys,Values
Tên TCPH:,"
Công ty cổ phần Du lịch Thành Thành Công
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Du lịch Thành Thành Công
Mã chứng khoán:,VNG
Mã ISIN:,VN000000VNG0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 071/2009/GCNCP-CNVSD do VSD cấp lần đầu ngày 16/09/2009, Số 071/2009/GCNCP-VSD-6 thay đổi lần 6 ngày 07/02/2020"
Tổng số chứng khoán đăng ký:,97.276.608 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,972.766.080.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
