Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Công thương Việt Nam
"
Tên chứng khoán:,Trái phiếu Vietinbank phát hành ra công chúng năm 2021 đáo hạn năm 2029 “trái phiếu 2129”
Mã chứng khoán:,CTG121030
Mã ISIN:,VNCTG1210308
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  60/2021/GCNTP-VSD do VSD cấp lần đầu ngày 08/12/2021
Tổng số chứng khoán đăng ký:,30.207.100 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,3.020.710.000.000 đồng
Hình thức phát hành:,Phát hành ra công chúng
Lãi suất:,"Bằng lãi suất tham chiếu + 0,9%/năm áp dụng cho toàn bộ thời hạn 08 năm. Trong đó, lãi suất tham chiếu là lãi suất tính theo tỷ lệ phần trăm trên năm, dùng để xác định lãi suất trái phiếu vào mỗi kỳ tính lãi hoặc mỗi kỳ thanh toán lãi. Lãi suất tham chiếu là bình quân lãi suất tiền gửi tiết kiệm cá nhân bằng đồng Việt Nam, trả sau, kỳ hạn 12 tháng (hoặc mức lãi suất của kỳ hạn tương đương) được công bố tại ngày xác định lãi suất trên trang thông tin điện tử chính thức của ngân hàng tham chiếu bao gồm: Ngân hàng TMCP Công thương Việt Nam, Ngân hàng TMCP Đầu tư và Phát triển Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam và Ngân hàng Nông nghiệp và phát triển Nông thôn Việt Nam."
Cách thức trả lãi:,Chuyển khoản. Tiền lãi trái phiếu được thanh toán định kỳ một năm một lần vào ngày thanh toán lãi là mỗi ngày tròn năm kể từ ngày phát hành trái phiếu trong thời hạn trái phiếu.
Kỳ hạn:,08 năm
Ngày phát hành:,18/11/2021
Ngày đáo hạn:,18/11/2029
Nơi quản lý tại VSD:,Trụ sở chính
