Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.EIB.KIS.M.CA.T.01
Mã chứng quyền:,CEIB2001
Mã ISIN:,VN0CEIB20017
Mã chứng khoán cơ sở:,EIB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng TMCP Xuất Nhập khẩu Việt Nam
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,4 tháng
Ngày đáo hạn:,05/04/2021
Tỷ lệ chuyển đổi:,10:1
Giá thực hiện:,18.818  đồng
Giá phát hành lần đầu:,1.000  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,số 222/2020/GCNCW-VSD do VSD cấp ngày 17/12/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,1.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
