Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xây lắp và Đầu tư Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp và Đầu  tư Sông Đà
Mã chứng khoán:,SDS
Mã ISIN:,VN000000SDS2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 25/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 16/07/2008, Số 25/2008/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 27/05/2010"
Tổng số chứng khoán đăng ký:,2.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,28.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
