Keys,Values
Tên TCPH:,"
Công ty cổ phần Phụ Gia Nhựa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phụ Gia Nhựa
Mã chứng khoán:,PGN
Mã ISIN:,VN000000PGN2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 107/2018/GCNCP-VSD do VSD cấp ngày 26/11/2018; số 107/2018/GCNCP-VSD-1 cấp thay đổi lần 02 ngày 22/12/2021
Tổng số chứng khoán đăng ký:,7.545.647 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,75.456.470.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
