Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu và đầu tư Chợ Lớn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu và đầu tư Chợ Lớn
Mã chứng khoán:,CLX
Mã ISIN:,VN000000CLX9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 201/2016/GCNCP-VSD do VSD cấp lần đầu ngày 19/12/2016
Tổng số chứng khoán đăng ký:,86.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,866.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
