Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản Na Rì Hamico
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoáng sản Na Rì Hamico
Mã chứng khoán:,KSS
Mã ISIN:,VN000000KSS7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 131/2009/GCNCP-CNVSD do VSD cấp lần đầu ngày 24/12/2009, Số 131/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 13/4/2015"
Tổng số chứng khoán đăng ký:,49.432.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,494.325.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
