Keys,Values
Tên TCPH:,"
Công ty cổ phần Than Miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Than Miền Trung
Mã chứng khoán:,CZC
Mã ISIN:,VN000000CZC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số  256/2010/GCNCP-VSD do VSD cấp lần đầu ngày 28/10/2010, Số 256/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 26/05/2017"
Tổng số chứng khoán đăng ký:,5.602.590 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,56.025.900.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
