Keys,Values
Tên TCPH:,"
Công ty cổ phần Cà phê Gia Lai
"
Tên chứng khoán:,Cổ  phiếu Công ty cổ phần Cà phê Gia Lai
Mã chứng khoán:,FGL
Mã ISIN:,VN000000FGL7
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:," số 18CPH/2018/GCNCP-VSD do VSD cấp ngày 31/08/2018, số 103/2018/GCNCP-VSD cấp ngày 15/11/2018"
Tổng số chứng khoán đăng ký:,14.676.300 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,146.763.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
