Keys,Values
Tên TCPH:,"
Công ty cổ phần VIWACO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần VIWACO
Mã chứng khoán:,VAV
Mã ISIN:,VN000000VAV6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 10/2017/GCNCP-VSD do VSD cấp lần đầu ngày 09/01/2017, Số 10/2017/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 18/11/2021"
Tổng số chứng khoán đăng ký:,32.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,320.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
