Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 6/2010
Mã chứng khoán:,TB1013035
Mã ISIN:,VNTB10130359
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,11.4%/năm
Cách thức trả lãi:,
Kỳ hạn:,3 năm
Ngày phát hành:,26/04/2010
Ngày đáo hạn:,26/04/2013
Nơi quản lý tại VSD:,Trụ sở chính
