Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Dịch vụ Thời trang Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại Dịch vụ Thời trang  Hà Nội
Mã chứng khoán:,HFS
Mã ISIN:,VN000000HFS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 222/2017/GCNCP-VSD do VSD cấp ngày 07/12/2017 
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
