Keys,Values
Tên TCPH:,"
Công ty Cổ phần Garmex Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Garmex Sài Gòn
Mã chứng khoán:,GMC
Mã ISIN:,VN000000GMC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 82/2006/GCNCP-VSD cấp lần đầu ngày 15/12/2006, Số 82/2006/GCNCP-VSD-10 cấp sửa đổi lần 10 ngày 21/09/2020"
Tổng số chứng khoán đăng ký:,33.000.259 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,330.002.590.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
