Keys,Values
Tên TCPH:,"
CTCP Phát triển Khu công nghiệp Tín Nghĩa
"
Tên chứng khoán:,Cổ phiếu CTCP Phát triển Khu công nghiệp Tín Nghĩa
Mã chứng khoán:,TIP
Mã ISIN:,VN000000TIP5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 04/2011/GCNCP-VSD do VSD cấp lần đầu ngày 11/1/2011, Số 04/2011/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 9/12/2015"
Tổng số chứng khoán đăng ký:,26.003.143 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,260.031.430.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
