Keys,Values
Tên TCPH:,"
Công ty cổ phần Bất động sản Viettronics
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bất động sản Viettronics
Mã chứng khoán:,VLD
Mã ISIN:,VN000000VLD1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 19/2013/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 06/08/2013
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
