Keys,Values
Tên TCPH:,"
CTCP Khoáng sản và Xây dựng Bình Dương
"
Tên chứng khoán:,Cổ phiếu CTCP Khoáng sản và Xây dựng Bình Dương
Mã chứng khoán:,KSB
Mã ISIN:,VN000000KSB3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 116/2009/GCNCP-CNVSD do TTLKCK Việt Nam cấp lần đầu ngày 14/12/2009; số 116/2009/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 09/02/2022
Tổng số chứng khoán đăng ký:,76.631.202 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,766.312.020.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
