Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Giống cây trồng Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Giống cây trồng Việt Nam
Mã chứng khoán:,NSC
Mã ISIN:,VN000000NSC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 56/2006/GCNCP-VSD do VSD cấp lần đầu ngày 11/12/2006, Số: 56/2006/GCNCP-VSD-8 cấp thay đổi lần 8 ngày 29/01/2019"
Tổng số chứng khoán đăng ký:,17.586.988 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,175.869.880.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
