Keys,Values
Tên TCPH:,"
Công ty CP Camimex Group
"
Tên chứng khoán:,Cổ phiếu Công ty CP Camimex Group
Mã chứng khoán:,CMX
Mã ISIN:,VN000000CMX7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 261/2010/GCNCP-VSD do VSD cấp lần đầu ngày 01/11/2010, Số: 261/20102/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 29/09/2021"
Tổng số chứng khoán đăng ký:,90.817.502 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,908.175.020.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
