Keys,Values
Tên TCPH:,"
Công ty cổ phần Phát triển Sản xuất Thương mại Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phát triển Sản xuất Thương mại Sài Gòn
Mã chứng khoán:,SAD
Mã ISIN:,VN000000SAD0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 32/2020/GCNCP-VSD do VSD cấp ngày 13/05/2020; Số: 32/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 25/05/2021
Tổng số chứng khoán đăng ký:,2.199.912 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,21.999.120.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
