Keys,Values
Tên TCPH:,"
CTCP xây dựng công nghiệp và dân dụng dầu khí
"
Tên chứng khoán:,Cổ phiếu CTCP xây dựng công nghiệp và dân dụng dầu khí
Mã chứng khoán:,PXI
Mã ISIN:,VN000000PXI7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 77/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 28/05/2010
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
