Keys,Values
Tên TCPH:,"
Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu
"
Tên chứng khoán:,Cổ phiếu Công ty CP Phát triển Nhà Bà Rịa Vũng Tàu
Mã chứng khoán:,HDC
Mã ISIN:,VN000000HDC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 78/2007/GCNCP-CNTTLK  do VSD cấp lần đầu ngày 12/09/2007, Số 78/2007/GCNCP-VSD-12 cấp thay đổi lần 12 ngày 29/10/2021"
Tổng số chứng khoán đăng ký:,86.469.664 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,864.696.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
