Keys,Values
Tên TCPH:,"
Công ty cổ phần Xi măng Quán Triều - VVMI
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xi măng Quán Triều - VVMI
Mã chứng khoán:,CQT
Mã ISIN:,VN000000CQT6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 75/2016/GCNCP-VSD do VSD cấp lần đầu ngày 03/08/2016 
Tổng số chứng khoán đăng ký:,25.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,250.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ 
Nơi quản lý tại VSD:,Trụ sở chính
