Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền MWG/5M/SSI/C/EU/Cash-07
Mã chứng quyền:,CMWG2012
Mã ISIN:,VN0CMWG20127
Mã chứng khoán cơ sở:,MWG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Đầu tư Thế giới Di động
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,5 tháng
Ngày đáo hạn:,08/02/2021
Tỷ lệ chuyển đổi:,"4,9308:1"
Giá thực hiện:,78.893  đồng
Giá phát hành lần đầu:,4.390  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,số 148/2020/GCNCW-VSD do VSD cấp lần đầu ngày 18/09/2020; số 148/2020/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 17/12/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,10.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,43.900.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,6.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
