Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghệ và Truyền thông Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công nghệ và Truyền thông  Việt Nam
Mã chứng khoán:,TTN
Mã ISIN:,VN000000TTN7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 185/2016/GCNCP-VSD do VSD cấp lần đầu ngày 09/12/2016; số 185/2016/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 13/04/2022
Tổng số chứng khoán đăng ký:,36.727.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,367.275.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
