Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản và Đầu tư VISACO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoáng sản và Đầu tư VISACO
Mã chứng khoán:,VMI
Mã ISIN:,VN000000VMI8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 63/2014/GCNCP-VSD do VSD cấp ngày 09/09/2014, Số 63/2014/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 13/01/2017"
Tổng số chứng khoán đăng ký:,10.949.999 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,109.499.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
