Keys,Values
Tên TCPH:,"
Công ty cổ phần Quốc tế Phương Anh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Quốc tế Phương Anh
Mã chứng khoán:,PAS
Mã ISIN:,VN000000PAS4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 105/2018/GCNCP-VSD do VSD cấp lần đầu ngày 21/11/2018; số 105/2018/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 23/03/2021
Tổng số chứng khoán đăng ký:,28.049.968 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,280.499.680.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
