Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước Phú Yên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước Phú Yên
Mã chứng khoán:,PWS
Mã ISIN:,VN000000PWS8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 73/2017/GCNCP-VSD do VSD cấp lần đầu ngày 03/04/2017, số 73/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 08/04/2019"
Tổng số chứng khoán đăng ký:,38.398.179 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,383.981.790.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
