Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản Lý quỹ Đầu tư Dragon Capital Việt Nam
"
Tên chứng khoán:,Chứng chỉ Quỹ ETF DCVFMVN DIAMOND
Mã chứng khoán:,FUEVFVND
Mã ISIN:,VN0FUEVFVND5
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,Số: 02/2020/GCNETF-VSD do VSD lần đầu cấp ngày 27/04/2020; Số: 02/2020/GCNETF-VSD-409 cấp thay đổi lần 409 ngày 03/06/2022
Tổng số chứng khoán đăng ký:,670.000.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,6.700.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
