Keys,Values
Tên TCPH:,"
Công ty cổ phần Gò Đàng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Gò Đàng
Mã chứng khoán:,AGD
Mã ISIN:,VN000000AGD5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 132/2009/GCNCP-CNVSD-2 do TTLKCK Việt Nam cấp sửa đổi lần thứ hai ngày 12/12/2012
Tổng số chứng khoán đăng ký:,18.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,180.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
