Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ
Mã chứng khoán:,QH072213
Mã ISIN:,VN0QH0722137
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,19/2007/GCNTP-TTLK
Tổng số chứng khoán đăng ký:,1.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,9%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,23/01/2007
Ngày đáo hạn:,23/01/2012
Nơi quản lý tại VSD:,Trụ sở chính
